recordid				Tax_id				g_id				gname				name1				Nucleotide sequence				Protein sequence				Protein Structures				Temperature class				Growth Temperature				Optimal Growth Temperature
2917				141038				48510				environmental samples				uncultured archaeon SYA_2000_36				1				0				0												
2918				141039				48510				environmental samples				uncultured archaeon SYA_2000_37				1				0				0												
2919				141040				48510				environmental samples				uncultured archaeon SYA_2000_39				1				0				0												
2920				141041				48510				environmental samples				uncultured archaeon SYA_2000_40				1				0				0												
2921				141042				48510				environmental samples				uncultured archaeon SYA_2000_41				1				0				0												
2922				141043				48510				environmental samples				uncultured archaeon SYA_2000_43				1				0				0												
2923				141044				48510				environmental samples				uncultured archaeon SYA_2000_44				1				0				0												
2924				141045				48510				environmental samples				uncultured archaeon SYA_2000_45				1				0				0												
2925				141046				48510				environmental samples				uncultured archaeon SYA_2000_46				1				0				0												
2926				141047				48510				environmental samples				uncultured archaeon SYA_2000_47				1				0				0												
2927				141048				48510				environmental samples				uncultured archaeon SYA_2000_51				1				0				0												
2928				141049				48510				environmental samples				uncultured archaeon SYA_2000_52				1				0				0												
2929				141050				48510				environmental samples				uncultured archaeon SYA_2000_54				1				0				0												
2930				141051				48510				environmental samples				uncultured archaeon SYA_2000_55				1				0				0												
2931				141052				48510				environmental samples				uncultured archaeon SYA_2000_57				1				0				0												
2932				141053				48510				environmental samples				uncultured archaeon SYA_2000_58				1				0				0												
2933				141054				48510				environmental samples				uncultured archaeon SYA_2000_59				1				0				0												
2934				141055				48510				environmental samples				uncultured archaeon SYA_2000_60				1				0				0												
2935				141056				48510				environmental samples				uncultured archaeon SYA_2000_61				1				0				0												
2936				141057				48510				environmental samples				uncultured archaeon SYA_2000_62				1				0				0												
2937				141058				48510				environmental samples				uncultured archaeon SYA_2000_63				1				0				0												
2938				141059				48510				environmental samples				uncultured archaeon SYA_2000_66				1				0				0												
2939				141060				48510				environmental samples				uncultured archaeon SYA_2000_67				1				0				0												
2940				141061				48510				environmental samples				uncultured archaeon SYA_2000_68				1				0				0												
2941				141062				48510				environmental samples				uncultured archaeon SYA_2000_70				1				0				0												
2942				141846				48510				environmental samples				uncultured archaeon SM1K20				1				0				0												
2943				141974				48510				environmental samples				uncultured archaeon SM1				1				0				0												
2944				142586				1730				Eubacterium				Eubacterium sp.				15				14				0												
2945				143053				57668				environmental samples				uncultured methanogen RS-MCR02				1				1				0												
2946				143054				57668				environmental samples				uncultured methanogen RS-MCR05				1				1				0												
2947				143055				57668				environmental samples				uncultured methanogen RS-MCR28				1				1				0												
2948				143056				57668				environmental samples				uncultured methanogen RS-MCR31				1				1				0												
2949				143057				57668				environmental samples				uncultured methanogen RS-MCR33				1				1				0												
2950				143058				57668				environmental samples				uncultured methanogen RS-MCR34				1				1				0												
2951				143059				57668				environmental samples				uncultured methanogen RS-MCR36				1				1				0												
2952				143060				57668				environmental samples				uncultured methanogen RS-MCR39				1				1				0												
2953				143061				57668				environmental samples				uncultured methanogen RS-MCR48				1				1				0												
2954				143062				57668				environmental samples				uncultured methanogen RS-ME28				1				1				0												
2955				143063				57668				environmental samples				uncultured methanogen RS-ME35				1				1				0												
2956				143064				57668				environmental samples				uncultured methanogen RS-ME41				1				1				0												
2957				143065				57668				environmental samples				uncultured methanogen RS-ME42				1				1				0												
2958				143066				57668				environmental samples				uncultured methanogen RS-ME43				1				1				0												
2959				143067				94695				Methanosarcinales				Methanosaetaceae				0				0				0												
2960				143068				143067				Methanosaetaceae				environmental samples				0				0				0												
2961				143069				143068				environmental samples				uncultured methanogen RS-MCR03				1				1				0												
2962				143070				143068				environmental samples				uncultured methanogen RS-MCR13				1				1				0												
2963				143071				143068				environmental samples				uncultured methanogen RS-MCR14				1				1				0												
2964				143072				143068				environmental samples				uncultured methanogen RS-MCR17				1				1				0												
2965				143073				143068				environmental samples				uncultured methanogen RS-MCR24				1				1				0												
2966				143074				143068				environmental samples				uncultured methanogen RS-MCR30				1				1				0												
2967				143075				143068				environmental samples				uncultured methanogen RS-MCR32				1				1				0												
2968				143076				143068				environmental samples				uncultured methanogen RS-MCR38				1				1				0												
2969				143077				143068				environmental samples				uncultured methanogen RS-MCR42				1				1				0												
2970				143078				143068				environmental samples				uncultured methanogen RS-MCR47				1				1				0												
2971				143079				92454				unclassified Methanobacteriaceae				environmental samples				0				0				0												
2972				143080				143079				environmental samples				uncultured methanogen RS-ME01				1				1				0												
2973				143081				143079				environmental samples				uncultured methanogen RS-ME05				1				1				0												
2974				143082				143079				environmental samples				uncultured methanogen RS-ME07				1				1				0												
2975				143083				143079				environmental samples				uncultured methanogen RS-ME09				1				1				0												
